Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_loss	dataset_reader.granularity	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.type	dataset_reader.type	dataset_reader.use_subtrees	epoch	evaluate_on_test	iterator.batch_size	iterator.sorting_keys	iterator.type	model.elmo.do_layer_norm	model.elmo.dropout	model.elmo.num_output_representations	model.elmo.options_file	model.elmo.requires_grad	model.elmo.weight_file	model.embedding_dropout	model.encoder.bidirectional	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.integrator.bidirectional	model.integrator.hidden_size	model.integrator.input_size	model.integrator.num_layers	model.integrator.type	model.integrator_dropout	model.output_layer.dropout	model.output_layer.input_dim	model.output_layer.num_layers	model.output_layer.output_dims	model.output_layer.pool_sizes	model.pre_encode_feedforward.activations	model.pre_encode_feedforward.dropout	model.pre_encode_feedforward.hidden_dims	model.pre_encode_feedforward.input_dim	model.pre_encode_feedforward.num_layers	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	model.use_input_elmo	model.use_integrator_output_elmo	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_loss	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_dataset_reader.granularity	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.type	validation_dataset_reader.use_subtrees	validation_loss	dataset_reader.sample	embedding
32	21	0.7270642201834863	1.0	0.53720506104556	2-class	elmo_characters	single_id	sst_tokens	True	30	True	16	[['tokens', 'num_tokens']]	bucket	False	0.3	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.3	True	395	152	2	lstm	True	494	2370	3	lstm	0.4	[0, 0, 0]	8048	3	[172, 172, 2]	3	relu	0.0	[152, 152, 152]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4607.516	4155	4885	4365	4887	5035	4909	4959	4575	0.7029104887424492	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.5626944100909066	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	7	0.5	2	reduce_on_plateau	50	1	0.011578155502503398	adam	10	+accuracy	0.8216187217847237	1.0	4607.516	44547.0	30	0	0	0	4887	0	0	0	4575	0.3965968622030456	0	0.716743119266055	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.548629105091095	6919	elmo fine-tuned
33	0	0.5091743119266054	1.0	12456797.659090908	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.4	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.1	True	430	477	2	lstm	True	248	2580	3	lstm	0.1	[0, 0, 0]	6080	3	[254, 254, 2]	6	tanh	0.2	[477, 477, 477]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4475.536	4309	4399	4705	4643	4155	4809	4799	4481	0.499176276771005	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	12919238.780701755	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	6	0.5	2	reduce_on_plateau	50	1	0.0863968119196328	adam	10	+accuracy	0.5064781262019961	1.0	4475.536	14480.0	9	4307	4247	4345	4643	4155	4461	4791	4337	830996.9750316296	0	0.5091743119266054	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	2258026.8704545456	6919	elmo fine-tuned
34	1	0.9139908256880734	1.0	0.25623466860164296	2-class	elmo_characters	single_id	sst_tokens	True	10	True	16	[['tokens', 'num_tokens']]	bucket	False	0.0	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.1	True	295	431	1	lstm	True	229	1770	1	lstm	0.3	[0.3, 0.3, 0]	5928	3	[240, 240, 2]	5	relu	0.3	[431, 431, 431]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4447.448	4781	5067	4163	4271	5007	4375	4443	4267	0.8978583196046128	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.25193725964217856	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	8	0.5	2	reduce_on_plateau	50	1	2.35693318174383e-05	adam	10	+accuracy	0.9997874364839971	1.0	4447.448	14794.000000000002	10	4781	5067	4163	4271	5007	4375	4441	4267	0.0008706410423463842	0	0.9002293577981652	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.8487256037918004	6919	elmo fine-tuned
35	0	0.5091743119266054	1.0	0.6982996799729088	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.0	True	67	235	3	lstm	True	84	402	1	lstm	0.3	[0.4, 0]	672	2	[89, 2]	5	relu	0.0	[235, 235, 235]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4403.536	4627	4399	4705	4643	4595	4809	4629	4475	0.499176276771005	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.6998640314528817	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	5	0.5	2	reduce_on_plateau	50	1	0.0014060845762787029	adam	10	+accuracy	0.5675243435836185	1.0	4403.536	13250.0	9	4627	4399	4705	4643	4595	4809	4629	4475	0.6799659429484534	0	0.5091743119266054	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6962137070569125	6919	elmo fine-tuned
36	6	0.8876146788990825	1.0	0.4133662417531013	2-class	elmo_characters	single_id	sst_tokens	True	15	True	16	[['tokens', 'num_tokens']]	bucket	False	0.0	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.4	True	388	272	2	lstm	True	508	2328	2	lstm	0.3	[0.1, 0]	8160	2	[227, 2]	6	tanh	0.1	[272, 272, 272]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4546.835999999999	4155	4491	4365	4887	5035	4909	4959	4569	0.8813838550247117	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.3787484168352788	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	6	0.5	2	reduce_on_plateau	50	1	2.179303001568569e-06	adam	10	+accuracy	0.9910115998947304	1.0	4546.835999999999	22399.0	15	0	4491	4365	4887	0	4909	4959	4569	0.031616130102744416	0	0.8841743119266054	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6141119486906311	6919	elmo fine-tuned
37	2	0.9094036697247706	1.0	0.2578211204572157	2-class	elmo_characters	single_id	sst_tokens	True	11	True	16	[['tokens', 'num_tokens']]	bucket	False	0.4	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.3	True	264	151	2	lstm	True	341	1584	3	lstm	0.0	[0.1, 0.1, 0]	6824	3	[189, 189, 2]	4	tanh	0.0	[151, 151, 151]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4484.432	4785	5067	4433	4643	5007	4375	4443	4267	0.9028006589785832	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.2458517629195724	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	8	0.5	2	reduce_on_plateau	50	1	1.0637774813634124e-05	adam	10	+accuracy	0.9999190234224752	1.0	4484.432	16720.0	11	4781	4399	4163	4271	5007	4375	4443	4267	0.00022816594795659482	0	0.8967889908256881	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	1.0173414885997771	6919	elmo fine-tuned
38	1	0.5091743119266054	1.0	0.7036023280837319	2-class	elmo_characters	single_id	sst_tokens	True	10	True	16	[['tokens', 'num_tokens']]	bucket	False	0.3	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.1	True	426	319	3	lstm	True	240	2556	3	lstm	0.3	[0.4, 0.4, 0]	1920	3	[129, 129, 2]	4	tanh	0.4	[319, 319, 319]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4489.972	4781	5067	4163	4711	5007	4375	4441	4267	0.499176276771005	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.7061732364328284	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	7	0.5	2	reduce_on_plateau	50	1	0.0023058554465778896	adam	10	+accuracy	0.5679595926878149	1.0	4489.972	15257.000000000002	10	4779	5065	4163	4269	5007	4375	4441	4267	0.6808431636128831	0	0.5091743119266054	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6968520912257108	6919	elmo fine-tuned
39	0	0.8990825688073395	1.0	0.2402285008267923	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.0	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.3	True	87	175	1	lstm	True	317	522	3	lstm	0.4	[0, 0, 0, 0]	2536	4	[457, 457, 457, 2]	4	relu	0.3	[175, 175, 175]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4489.3	4781	5067	4163	4271	5007	4375	4443	4267	0.900054914881933	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.2444008650879065	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	8	0.5	2	reduce_on_plateau	50	1	9.254476752616834e-05	adam	10	+accuracy	0.9954855558029839	1.0	4489.3	13622.0	9	4781	5067	4163	4271	5007	4375	4443	4267	0.012226142530133457	0	0.8704128440366973	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6059198885478757	6919	elmo fine-tuned
40	1	0.9220183486238532	1.0	0.2231100870804353	2-class	elmo_characters	single_id	sst_tokens	True	10	True	16	[['tokens', 'num_tokens']]	bucket	False	0.4	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.1	True	368	285	2	lstm	True	475	2208	3	lstm	0.4	[0.4, 0.4, 0.4, 0]	7896	4	[362, 362, 362, 2]	5	relu	0.3	[285, 285, 285]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4578.012	4785	4399	4705	4643	5007	4809	4629	4477	0.9110378912685336	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.21939697459732235	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	7	0.5	2	reduce_on_plateau	50	1	2.1082825750166133e-05	adam	10	+accuracy	0.9988663279146508	1.0	4577.904	16071.000000000002	10	4627	4399	4705	4643	4595	4809	4629	4475	0.004230819037810013	0	0.9071100917431192	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6684375391765074	6919	elmo fine-tuned
41	0	0.5091743119266054	1.0	1900.9457885742188	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.2	True	462	303	2	lstm	True	313	2772	1	lstm	0.0	[0.2, 0.2, 0.2, 0]	2504	4	[407, 407, 407, 2]	6	relu	0.0	[303, 303, 303]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4467.692	4155	4491	4363	4887	5035	4909	4959	3715	0.499176276771005	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	1977.2478980348826	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	9	0.5	2	reduce_on_plateau	50	1	0.01181038761000085	adam	10	+accuracy	0.5069133753061927	1.0	4467.692	13750.0	9	4155	4491	4157	4887	5035	4909	4959	3715	858.7781178697594	0	0.4908256880733945	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	1529.4245272549715	6919	elmo fine-tuned
42	19	0.8841743119266054	1.0	3.3186600652608003	2-class	elmo_characters	single_id	sst_tokens	True	28	True	16	[['tokens', 'num_tokens']]	bucket	False	0.4	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.1	True	194	239	1	lstm	True	454	1164	3	lstm	0.4	[0.2, 0.2, 0.2, 0]	7728	4	[405, 405, 405, 2]	5	tanh	0.3	[239, 239, 239]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4533.424	4881	4903	4347	4647	4763	4663	4957	4729	0.8786381109280615	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	3.3001534818557268	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	8	0.5	2	reduce_on_plateau	50	1	0.00016100616561069752	adam	10	+accuracy	1.0	1.0	4533.424	41268.0	28	4881	4903	4157	4109	4763	3757	4957	4729	7.2249275470069534e-06	0	0.875	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	5.955456529151308	6919	elmo fine-tuned
43	3	0.8990825688073395	1.0	0.26754094565456565	2-class	elmo_characters	single_id	sst_tokens	True	12	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.2	True	148	372	3	lstm	True	358	888	2	lstm	0.4	[0, 0, 0]	6960	3	[279, 279, 2]	3	tanh	0.3	[372, 372, 372]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4506.835999999999	4829	4901	4347	4647	4763	4663	4799	4725	0.8962108731466227	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.26993778527697976	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	9	0.5	2	reduce_on_plateau	50	1	8.937319003020167e-05	adam	10	+accuracy	0.999473652246088	1.0	4506.835999999999	18000.0	12	4829	4901	4157	4647	4763	4663	4239	4725	0.0016212851069641382	0	0.8956422018348624	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.8942592935128646	6919	elmo fine-tuned
44	4	0.5091743119266054	1.0	0.7006286642768166	2-class	elmo_characters	single_id	sst_tokens	True	13	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.3	True	169	475	1	lstm	True	420	1014	3	lstm	0.4	[0.4, 0.4, 0]	3360	3	[288, 288, 2]	6	tanh	0.2	[475, 475, 475]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4501.584	4587	4399	4705	4643	4157	4461	4799	4481	0.499176276771005	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.7030960598535705	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	8	0.5	2	reduce_on_plateau	50	1	0.0007836793463559037	adam	10	+accuracy	0.5671801931291374	1.0	4501.584	18982.0	13	4583	4249	4345	4643	4155	4461	4799	4337	0.6798342677745742	0	0.5091743119266054	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6955166177316146	6919	elmo fine-tuned
45	0	0.9208715596330276	1.0	0.23450445316054605	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.4	True	461	238	2	lstm	True	327	2766	2	lstm	0.0	[0, 0]	6712	2	[344, 2]	3	tanh	0.0	[238, 238, 238]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4514.476	4155	4491	4365	4887	5035	4909	4959	4575	0.9110378912685336	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.21026417756812613	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	6	0.5	2	reduce_on_plateau	50	1	2.1227764895655764e-05	adam	10	+accuracy	0.9992914549466568	1.0	4514.476	13710.0	9	0	0	4365	4887	0	0	4959	4573	0.002923331301222081	0	0.9059633027522936	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.5849489179524509	6919	elmo fine-tuned
46	0	0.9094036697247706	1.0	0.23581286018544975	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.3	True	164	496	3	lstm	True	493	984	1	lstm	0.2	[0.2, 0]	8040	2	[114, 2]	4	tanh	0.1	[496, 496, 496]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4467.812	4627	4399	4705	4643	5007	4809	4629	4475	0.9093904448105437	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.2234224938509757	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	7	0.5	2	reduce_on_plateau	50	1	6.535972326297534e-05	adam	10	+accuracy	0.9986233981820758	1.0	4467.812	13869.0	9	4627	4399	4705	4643	4595	4809	4629	4475	0.004534726662674417	0	0.8807339449541285	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.7334893665530465	6919	elmo fine-tuned
47	13	0.5321100917431193	1.0	5.599282559481535	2-class	elmo_characters	single_id	sst_tokens	True	22	True	16	[['tokens', 'num_tokens']]	bucket	False	0.1	2	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.3	True	182	167	3	lstm	True	260	1092	3	lstm	0.3	[0.2, 0.2, 0.2, 0]	6176	4	[272, 272, 272, 2]	3	relu	0.3	[167, 167, 167]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	True	4473.732	4155	4903	4347	4887	5035	4909	4959	4729	0.5030203185063152	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	5.681954994536282	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	5	0.5	2	reduce_on_plateau	50	1	0.01268255716515238	adam	10	+accuracy	0.5117618478854992	1.0	4473.696	33408.0	22	4155	4491	4157	4887	5035	4909	4959	3715	7.591148192969412	0	0.4862385321100918	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	1.3191320939497515	6919	elmo fine-tuned
48	0	0.5091743119266054	1.0	0.7039538383483886	2-class	elmo_characters	single_id	sst_tokens	True	9	True	16	[['tokens', 'num_tokens']]	bucket	False	0.2	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.4	True	319	337	1	lstm	True	421	1914	2	lstm	0.1	[0.4, 0.4, 0]	3368	3	[167, 167, 2]	5	tanh	0.3	[337, 337, 337]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4506.708	4627	4399	4705	4643	4595	4809	4629	4477	0.499176276771005	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.7076370883406254	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	5	0.5	2	reduce_on_plateau	50	1	0.0022243403184401935	adam	10	+accuracy	0.5669575075409438	1.0	4506.708	13224.0	9	4627	4399	4705	4643	4595	4809	4629	4475	0.6808479664200231	0	0.4862385321100918	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6961021542549133	6919	elmo fine-tuned
49	8	0.518348623853211	1.0	0.6927287686954845	2-class	elmo_characters	single_id	sst_tokens	True	17	True	16	[['tokens', 'num_tokens']]	bucket	False	0.0	1	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	0.0	True	404	189	1	lstm	True	313	2424	2	lstm	0.0	[0.2, 0]	2504	2	[369, 2]	4	tanh	0.4	[189, 189, 189]	1324	3	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	True	embedding	bcn	True	False	4479.696	4587	4901	4347	4647	4157	4657	4799	4481	0.4925864909390445	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/test.txt	0.6948024390036601	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	7	0.5	2	reduce_on_plateau	50	1	0.017955305363658903	adam	10	+accuracy	0.5588193614996863	1.0	4479.696	23701.0	17	4587	4899	4347	4647	4157	4657	4239	4337	0.6882673314611921	0	0.5091743119266054	1.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	elmo_characters	single_id	sst_tokens	False	0.6971271395683288	6919	elmo fine-tuned
